fips_code,lstm_case_rmse,lstm_death_rmse
48409,19.272544885720283,1.6131538178015077
48411,2.0656666605886866,
48413,1.7663089183257168,0.12988752857148256
48415,14.72247787585752,0.25509500004536617
48417,1.8392250655361,
48419,2.7675312419755174,0.5602182633819308
48421,0.9354989852611261,
48423,94.15035178164342,2.373939005844352
48425,4.252418708854558,
48427,48.08000242006031,9.483347929681509
48429,12.531382520198663,0.1817888347011493
48433,0.5883340882424463,
48435,1.7444938816647095,0.18064352752575538
48437,1.6584314882032927,0.12908055341449196
48439,300.13563903258444,5.351673680914883
48441,40.544132569418366,1.2330073852087087
48443,0.22986111582366175,
48445,3.7053135946648554,0.2129030017814804
48447,0.2553033358875125,
48449,10.415673440212602,0.5151414143997175
48451,45.35303149004278,1.5475121456580916
48453,98.87071324332052,4.587465756431473
48455,1.9073927196596019,0.28170079212379495
48457,3.9968651047606905,0.3727181451547708
48459,13.15470718879289,0.484316786991195
48461,0.7844387006745679,0.12973725003434672
48463,7.568965398173382,0.9515260647381462
48465,16.474891059072167,6.453921995804591
48467,13.559383252418437,2.541539600643261
48469,23.191328958892875,1.9613360867975402
48471,100.17098391457557,0.6089771776221679
48473,13.676077130637253,0.5537988683566568
48475,1.6720658211253758,0.039114415645599365
48477,4.656781125708182,0.4303314078011714
48479,160.51004277703564,2.515072623386396
48481,16.97165133617996,0.7868136871349345
48483,0.7033968075320163,
48485,19.3154537635423,0.6288128245111178
48487,23.55447876068798,0.12939447792536343
48489,77.43317950743635,1.0200530247583515
48491,109.97852976900137,1.6577659182641344
48493,41.99952990201445,0.37944949853874854
48495,1.8113841686388434,0.22386480867472386
48497,24.522468109938888,0.4246743425893433
48499,7.944640648125334,0.6557759783139175
48501,4.546792916887248,0.2205116888708476
48503,22.341788710535877,0.1812151246613126
48505,5.35193316050683,0.2545410432005386
48507,7.345752268382162,0.8167422938439632
